seed,sequence_id,score_dr_logit,rank_dr_logit,score_original,rank_within_seed,plddt,ppl,dr_prob,dr_logit,pam_prob,pam_logit,z_plddt,z_negppl,ptm,iptm,tm_rank,global_plddt_summary,WED,PI,NUC,BH,LID
seed3,seed3_row115004,3.6264807322102683,1.0,2.0161942958474315,3.0,70.8135983935743,24.200845,0.959432,3.163369,0.510644,0.042581,1.9579631417239356,-0.47376087073381046,,,,,False,False,False,False,False
seed3,seed3_row73072,3.451025937404364,2.0,2.41947184446232,1.0,68.95219277108433,20.899207,0.929438,2.578088,0.508936,0.035746,1.1900853069550184,0.8747151863562074,,,,,False,False,False,False,False
seed3,seed3_row75186,3.3457780166851196,3.0,1.981453451906375,4.0,70.0038795180723,23.566333,0.950249,2.949688,0.511293,0.045178,1.6239332186487736,-0.21460943137664823,,,,,False,False,False,False,False
seed3,seed3_row73136,3.205307522347663,4.0,2.204570727645532,2.0,69.1429638554217,21.880433,0.924663,2.507455,0.501408,0.005634,1.2687833002390094,0.4739566030123614,,,,,False,False,False,False,False
seed3,seed3_row30239,3.170477970679878,5.0,1.8919948178693136,6.0,68.95556626506024,22.93831,0.955916,3.076561,0.518701,0.074837,1.1914769602403275,0.04189172919935757,,,,,False,False,False,False,False
seed3,seed3_row111794,2.950228533958859,6.0,1.8715008846235648,7.0,68.85975903614458,22.903549,0.940542,2.761188,0.511497,0.045996,1.1519540069376741,0.05608903860169228,,,,,False,False,False,False,False
seed3,seed3_row62725,2.764247405987846,7.0,1.726978409794686,12.0,68.22430522088354,22.877691,0.946337,2.869885,0.529242,0.117101,0.8898129164291072,0.06665012794105589,,,,,False,False,False,False,False
seed3,seed3_row20680,2.7576547287834776,8.0,1.839558080825148,8.0,68.56516465863454,22.731495,0.928418,2.562632,0.505985,0.023942,1.0304262270683386,0.1263604310216274,,,,,False,False,False,False,False
seed3,seed3_row37369,2.746704779265208,9.0,1.637139975807225,16.0,69.39880321285142,24.286414,0.937768,2.712636,0.504481,0.017923,1.3743236346283585,-0.508709507661643,,,,,False,False,False,False,False
seed3,seed3_row67065,2.7253990426197654,10.0,1.7946554663738727,10.0,68.72560642570282,23.053676,0.927621,2.550704,0.510114,0.040462,1.0966125946253926,-0.005226788579467482,,,,,False,False,False,False,False
