seed,sequence_id,score_dr_logit,rank_dr_logit,score_original,rank_within_seed,plddt,ppl,dr_prob,dr_logit,pam_prob,pam_logit,z_plddt,z_negppl,ptm,iptm,tm_rank,global_plddt_summary,WED,PI,NUC,BH,LID
seed4,seed4_row108830,1.5661454586650256,5.0,1.3015851889456789,19.0,,19.688221,0.687641,0.789115,0.667206,0.695575,0.0,1.3703360838071794,,,,,True,True,True,True,False
seed4,seed4_row105781,1.5215061259401654,7.0,1.1738957264060603,208.0,,20.150366,0.719353,0.941255,0.653309,0.633615,0.0,1.1801304656288079,,,,,True,True,True,True,False
seed4,seed4_row105444,1.334434972032121,14.0,1.2396074121422531,145.0,,19.811759,0.615257,0.469465,0.64556,0.599577,0.0,1.3194913886173159,,,,,True,True,True,True,False
seed4,seed4_row102628,1.3211937759567585,16.0,1.3594376300502231,1.0,,19.330805,0.554683,0.219612,0.636099,0.55847,0.0,1.5174382513667977,,,,,True,True,True,True,False
seed4,seed4_row103335,1.2519572181578362,23.0,0.8660416725583205,7451.0,,21.213685,0.732374,1.0067,0.64094,0.579447,0.0,0.7424988830826234,,,,,False,False,False,False,False
seed4,seed4_row109531,1.185298533700791,33.0,0.3931394164789934,15832.0,,22.988614,0.849972,1.73438,0.681391,0.76017,0.0,0.011989048143987512,,,,,False,False,False,False,False
seed4,seed4_row102027,1.1733616629501293,35.0,0.7707441968969176,8485.0,,21.553224,0.738039,1.035802,0.649762,0.617994,0.0,0.6027543756430419,,,,,True,True,True,True,False
seed4,seed4_row102945,1.0982568316575818,51.0,0.9501499953572572,6955.0,,20.833126,0.637537,0.56469,0.650273,0.620238,0.0,0.899126045225117,,,,,False,False,False,False,False
seed4,seed4_row106308,1.0886407070254591,54.0,1.1173029736123183,334.0,,20.17786,0.558079,0.23337,0.652242,0.628908,0.0,1.1688147243220846,,,,,False,False,False,False,False
seed4,seed4_row119991,1.073379557030912,58.0,1.2564443616733016,137.0,,19.619255,0.485596,-0.057631,0.644269,0.593941,0.0,1.39872051004416,,,,,True,True,True,True,False
seed4,seed4_row119049,1.0626639626222079,63.0,0.742685559181538,8719.0,,21.62261,0.707317,0.882389,0.656463,0.647571,0.0,0.5741970894602969,,,,,True,True,True,True,False
seed4,seed4_row116311,1.0495453945038287,66.0,1.1090089096808589,353.0,,20.195321,0.543563,0.174696,0.65794,0.654129,0.0,1.1616282778626126,,,,,True,True,True,True,False
seed4,seed4_row65694,1.0399512947391012,71.0,1.267353727207834,133.0,,19.567351,0.464615,-0.141778,0.654801,0.640211,0.0,1.4200827067701447,,,,,False,False,False,False,False
seed4,seed4_row106333,1.0367107684716481,73.0,1.2777572558385295,107.0,,19.517929,0.458227,-0.167484,0.644524,0.595056,0.0,1.4404233835309261,,,,,True,True,True,True,False
seed4,seed4_row103758,1.0062562276155533,80.0,0.8350378394084929,7686.0,,21.245299,0.647041,0.606059,0.659898,0.662842,0.0,0.7294874680222191,,,,,True,True,True,True,False
seed4,seed4_row110644,1.0025137652401845,82.0,1.333119708610086,7.0,,19.290796,0.416664,-0.336483,0.653351,0.633802,0.0,1.5339048074859782,,,,,True,True,True,True,False
seed4,seed4_row79520,1.0004969149404657,84.0,1.1532901690444746,229.0,,19.992173,0.499515,-0.00194,0.649971,0.618913,0.0,1.2452381642006654,,,,,True,True,True,True,False
seed4,seed4_row119322,0.9829343744865948,91.0,1.028900290374055,807.0,,20.466166,0.549573,0.198947,0.642284,0.585293,0.0,1.050156249266564,,,,,True,True,True,True,False
seed4,seed4_row64700,0.9744666418893848,96.0,1.126826507577669,265.0,,20.074578,0.499613,-0.001549,0.637351,0.563886,0.0,1.2113226312705498,,,,,True,True,True,True,False
seed4,seed4_row100429,0.9659308042775222,98.0,1.1348393712695588,255.0,,20.042365,0.491776,-0.0329,0.642322,0.585458,0.0,1.2245805775393175,,,,,False,False,False,False,False
