seed,sequence_id,score_dr_logit,rank_dr_logit,score_original,rank_within_seed,plddt,ppl,dr_prob,dr_logit,pam_prob,pam_logit,z_plddt,z_negppl,ptm,iptm,tm_rank,global_plddt_summary,WED,PI,NUC,BH,LID
seed1,seed1_row61389,2.6251786756585007,1.0,3.129036996950316,2.0,70.70944444444444,19.044458,0.283999,-0.924711,0.612189,0.456521,1.9149969510268867,1.632243606616592,,,,,True,False,True,True,False
seed1,seed1_row66172,2.433014273780734,2.0,3.051053950807745,3.0,68.90054738562091,17.627314,0.336898,-0.67715,0.613971,0.464034,1.1687802532438314,2.2110426007670037,,,,,False,False,False,False,False
seed1,seed1_row75725,2.160206460394188,3.0,2.7909690187917118,5.0,70.27354285714286,19.336535,0.222122,-1.25334,0.58984,0.363305,1.7351763020585396,1.5129516547652124,,,,,False,False,False,False,False
seed1,seed1_row100623,2.125273071510817,4.0,2.5073209536028727,14.0,69.2534885620915,19.120099,0.32625,-0.725196,0.625341,0.512279,1.3143775927568073,1.6013498267914423,,,,,True,False,False,False,False
seed1,seed1_row29197,2.0833699127363348,5.0,2.3194200651153367,18.0,69.36771241830066,19.643748,0.348993,-0.623469,0.623595,0.504835,1.3614978798802073,1.3874777612230398,,,,,True,False,False,True,False
seed1,seed1_row34601,2.0653702345197784,6.0,3.2547382806344047,1.0,67.76860294117647,16.103575,0.224086,-1.242013,0.626948,0.519144,0.70182397107896,2.833377804915455,,,,,False,True,False,False,False
seed1,seed1_row36997,2.0529843637984038,7.0,2.7001479400588955,8.0,69.17758169934642,18.588308,0.260258,-1.04463,0.618576,0.48351,1.2830640538351679,1.8185472999474803,,,,,False,True,False,False,False
seed1,seed1_row73482,1.9830377364894878,8.0,2.999688424144053,4.0,68.37937091503268,17.199779,0.218106,-1.276737,0.626685,0.518019,0.953781515229676,2.385659173228303,,,,,False,True,False,False,False
seed1,seed1_row19762,1.946651013955045,9.0,2.7571931897261197,7.0,68.79387254901961,18.115939,0.232687,-1.193202,0.648827,0.613889,1.124774131437795,2.0114752607389286,,,,,False,False,True,False,False
seed1,seed1_row74882,1.9116959527623514,10.0,2.771071844269279,6.0,68.08242647058823,17.450763,0.255426,-1.069877,0.620662,0.49236,0.831284272129245,2.2831506866187232,,,,,True,False,False,True,False
seed1,seed1_row4996,1.9068548490529305,11.0,2.3725812666728,16.0,67.95868464052288,18.274992,0.352888,-0.606368,0.639392,0.572726,0.7802375752712953,1.9465138196880505,,,,,False,False,False,False,False
seed1,seed1_row77344,1.8806693924167173,12.0,2.685450337727607,9.0,68.47579033579034,17.96882,0.24307,-1.135922,0.592859,0.375796,0.9935570134588163,2.07156254136843,,,,,False,True,False,False,False
seed1,seed1_row101401,1.855375824162843,13.0,2.197502510484893,25.0,71.08925925925926,21.346409,0.202878,-1.3684,0.601446,0.411494,2.0716803595700637,0.6920660922753993,,,,,False,True,False,False,False
seed1,seed1_row72335,1.8477261393979312,14.0,2.5512905983231304,13.0,68.4427614379085,18.256166,0.26066,-1.04254,0.626882,0.518863,0.9799317410926675,1.9542028547218058,,,,,True,False,False,True,False
seed1,seed1_row73799,1.8421077984818128,15.0,2.597849953103929,11.0,69.13049959049958,18.724096,0.216298,-1.287374,0.583646,0.337759,1.2636414694393487,1.763087898632092,,,,,False,False,True,False,False
seed1,seed1_row73026,1.781952925830886,16.0,2.6776684438044485,10.0,68.73679738562092,18.203723,0.201573,-1.37649,0.618412,0.482812,1.1012291542656276,1.9756219593789404,,,,,False,True,False,False,False
seed1,seed1_row1091,1.7609075982746203,17.0,2.587936329333348,12.0,68.76087418300654,18.435788,0.209871,-1.325702,0.642895,0.587952,1.1111614542550878,1.8808404914564747,,,,,False,False,True,False,False
seed1,seed1_row96494,1.7393947033501793,18.0,2.404130237887231,15.0,69.02579248366014,19.079794,0.225228,-1.235455,0.638763,0.569999,1.2204470869182327,1.6178114520456384,,,,,False,False,False,False,False
seed1,seed1_row20657,1.6998378228856619,19.0,2.1515452202324385,32.0,68.88459967320262,19.530461,0.270993,-0.989591,0.63884,0.570333,1.1622014104954694,1.4337471605574177,,,,,True,False,False,True,False
seed1,seed1_row114348,1.6546420551653727,20.0,1.0133064814450563,573.0,67.59567810457516,21.081741,0.636166,0.55876,0.643918,0.59241,0.6304880153351715,0.8001634854717161,,,,,False,False,False,False,False
seed1,seed1_row22861,1.6508958340240776,21.0,1.911777261637501,70.0,68.04594771241831,19.354975,0.359534,-0.577388,0.636493,0.560177,0.8162358434041254,1.5054202723142178,,,,,False,False,True,False,False
seed1,seed1_row61352,1.5989007928182761,22.0,1.738234045466147,120.0,68.08259933774835,19.75945,0.381798,-0.481924,0.592721,0.375226,0.8313555842919513,1.3402220121804638,,,,,False,True,False,False,False
seed1,seed1_row102441,1.5896422573830495,23.0,2.286667822158835,20.0,68.09270424836602,18.505014,0.247578,-1.111574,0.621329,0.495193,0.8355241205808074,1.8525667668603458,,,,,False,False,True,False,False
seed1,seed1_row51313,1.576199488931161,24.0,2.293662951928435,19.0,67.79876633986929,18.237724,0.256657,-1.063419,0.633846,0.54875,0.7142671511132676,1.9617350540255618,,,,,True,False,False,True,False
seed1,seed1_row109582,1.5758368488867875,25.0,0.9151007205623688,661.0,67.46505349794239,21.166988,0.638041,0.566872,0.616846,0.476183,0.5766019955999704,0.7653463618383102,,,,,True,False,False,False,False
seed1,seed1_row17192,1.5749900569637965,26.0,2.252842477138385,22.0,68.08781045751634,18.575518,0.249912,-1.099083,0.621474,0.495811,0.8335053056185768,1.823771073350314,,,,,False,False,False,False,False
seed1,seed1_row38717,1.5719144809381111,27.0,2.361050648833892,17.0,68.48343954248367,18.670807,0.208777,-1.332316,0.625974,0.514982,0.9967125085332951,1.7848525320068802,,,,,True,False,False,True,False
seed1,seed1_row65392,1.568815284716363,28.0,2.0414408755237776,40.0,68.70731209150325,19.593026,0.259449,-1.048832,0.616565,0.474995,1.0890657098604748,1.4081939640798402,,,,,False,True,False,False,False
seed1,seed1_row20969,1.5609336640394516,29.0,2.1880087023904946,26.0,66.64420751633986,17.480932,0.342933,-0.650252,0.617614,0.479434,0.2379818542314467,2.270828871154293,,,,,False,False,True,False,False
seed1,seed1_row37011,1.5399895164172004,30.0,2.028962690825145,46.0,66.92069444444445,18.087296,0.356603,-0.590137,0.629051,0.528146,0.352039844134185,2.023173817547165,,,,,True,False,False,True,False
seed1,seed1_row78597,1.5250547659833535,31.0,2.0963228083155854,35.0,69.09167076167076,19.774908,0.216301,-1.287351,0.580529,0.324945,1.2476235759466836,1.3339085571952427,,,,,False,True,False,False,False
seed1,seed1_row65111,1.5204275339404272,32.0,2.208763933366153,24.0,68.32700980392157,18.880937,0.228618,-1.216129,0.643014,0.58847,0.9321812062264667,1.6990298967342292,,,,,False,False,True,False,False
seed1,seed1_row98494,1.5166226152834557,33.0,2.0727592244426987,38.0,67.38981209150327,18.378021,0.307732,-0.810744,0.622011,0.498094,0.5455629745701787,1.9044340581618242,,,,,True,False,False,True,False
seed1,seed1_row26520,1.5071222723906974,34.0,2.013828772852356,48.0,67.52745915032679,18.639517,0.309196,-0.803881,0.643812,0.591949,0.6023459369802335,1.79763219344352,,,,,False,False,True,False,False
seed1,seed1_row88095,1.5065734449025636,35.0,2.1658051601591968,30.0,67.25071895424837,18.043755,0.290341,-0.893729,0.629787,0.531302,0.4881834675051695,2.0409571105677062,,,,,False,True,False,False,False
seed1,seed1_row85272,1.503974460924249,36.0,2.0055704028339,50.0,67.66385620915032,18.770147,0.302202,-0.836836,0.632336,0.54225,0.6586132421461863,1.7442794553972323,,,,,True,False,False,True,False
seed1,seed1_row16427,1.5030726517347475,37.0,1.8160769467489049,91.0,67.47856209150328,19.060888,0.359059,-0.57945,0.653474,0.634343,0.5821746389018804,1.6255331611898103,,,,,True,False,False,True,False
seed1,seed1_row61131,1.4728992246942278,38.0,1.978143803429442,55.0,67.67666666666666,18.832014,0.296541,-0.863822,0.619933,0.489265,0.6638978863211008,1.7190113405330385,,,,,True,False,True,True,False
seed1,seed1_row90508,1.4620256951932606,39.0,1.5387236123489905,211.0,68.25593137254903,20.352837,0.363566,-0.559919,0.633053,0.545336,0.9028595197967739,1.0978671077092668,,,,,True,False,False,True,False
seed1,seed1_row42447,1.450532198379086,40.0,1.6899565379524517,141.0,66.2849591503268,18.312519,0.451745,-0.193623,0.625463,0.512801,0.08978263633643972,1.931186802918066,,,,,False,False,False,False,False
seed1,seed1_row24756,1.44359267948473,41.0,2.232510687266037,23.0,67.71767156862745,18.283852,0.229775,-1.209583,0.642512,0.586282,0.6808134661131311,1.9428951619594275,,,,,True,False,True,True,False
