seed,sequence_id,score_dr_logit,rank_dr_logit,score_original,rank_within_seed,plddt,ppl,dr_prob,dr_logit,pam_prob,pam_logit,z_plddt,z_negppl,ptm,iptm,tm_rank,global_plddt_summary,WED,PI,NUC,BH,LID
seed4,seed4_row71294,2.0314107802058525,1.0,0.6754058543892012,9996.0,68.11055464926591,21.93193,0.77364,1.228981,0.670438,0.710167,0.8428878714082214,0.45292386971090126,,,,,False,False,False,False,False
seed4,seed4_row111612,1.8432573543867543,2.0,0.067313597636019,25940.0,70.60930578512396,23.759701,0.516827,0.067332,0.673406,0.723632,1.8736871709517566,-0.2935860236642891,,,,,False,False,False,False,False
seed4,seed4_row111216,1.71892475212233,3.0,1.302966591772154,13.0,67.45504885993485,19.470731,0.498998,-0.004007,0.640772,0.578718,0.5724748243493522,1.4581424682471111,,,,,True,True,True,True,False
seed4,seed4_row77903,1.5231857644117388,5.0,1.139759325993235,249.0,67.39459283387622,20.041462,0.494033,-0.023871,0.662223,0.673218,0.5475351541196384,1.2250408718458579,,,,,False,False,False,False,False
seed4,seed4_row111730,1.4907624329554165,7.0,0.2351421175848479,19238.0,67.45297231270358,23.474126,0.821247,1.524817,0.640594,0.577945,0.5716181950513225,-0.17694966013700844,,,,,True,True,True,True,False
seed4,seed4_row60269,1.4285962125165532,8.0,0.6318929211429177,10459.0,67.94494299674268,21.852833,0.577706,0.313365,0.63174,0.53969,0.7745687927423238,0.4852291711060422,,,,,True,True,True,True,False
seed4,seed4_row117607,1.421639324425982,9.0,1.0252072735218942,825.0,67.37028501628664,20.436934,0.504064,0.016257,0.649569,0.617144,0.5375075523368142,1.063519674413097,,,,,True,True,True,True,False
seed4,seed4_row68705,1.3967135333663794,10.0,0.6265124825736762,10556.0,67.4530048859935,21.964394,0.656032,0.645662,0.649597,0.617268,0.5716316323736494,0.43966471570390026,,,,,True,True,True,True,False
seed4,seed4_row114921,1.318409986579016,13.0,0.8674565736498199,7427.0,68.75528641571194,20.736168,0.276612,-0.961327,0.637183,0.563156,1.1088563561080056,0.9413046149585863,,,,,False,False,False,False,False
seed4,seed4_row116453,1.3015143394794118,14.0,0.5356253660111208,12421.0,68.31776326530613,22.116205,0.4899,-0.040407,0.665145,0.686309,0.9283667705304813,0.377661098498472,,,,,False,False,False,False,False
