seed,sequence_id,score_dr_logit,rank_dr_logit,score_original,rank_within_seed,plddt,ppl,dr_prob,dr_logit,pam_prob,pam_logit,z_plddt,z_negppl,ptm,iptm,tm_rank,global_plddt_summary,WED,PI,NUC,BH,LID
seed2,seed2_row38685,1.1182359467520229,1.0,2.7848919776416574,3.0,67.69461102106969,21.880662,0.497739,-0.009042,0.603283,0.419165,0.6713003953921173,0.4738630733712939,,,,,False,False,False,False,False
seed2,seed2_row51740,0.8659069055398985,2.0,2.578583460683846,8.0,67.20647441104792,21.777879,0.464727,-0.141326,0.598407,0.39883,0.46993145213430493,0.5158423620079907,,,,,True,True,True,True,False
seed2,seed2_row24650,0.7257972892569919,3.0,3.134129119463789,1.0,68.9845145631068,22.551118,0.227631,-1.221739,0.577,0.310469,1.2034188799141818,0.20003115620401446,,,,,False,False,False,False,False
seed2,seed2_row38480,0.7033297345666605,4.0,1.9134276544313769,30.0,64.2865238480194,18.743199,0.541365,0.165838,0.548752,0.195631,-0.7346234760770529,1.7552857294910194,,,,,False,False,False,False,False
seed2,seed2_row21549,0.6266394244810517,5.0,2.8489888560875567,2.0,67.7616533546326,21.233703,0.240493,-1.149981,0.505011,0.020047,0.6989570873630366,0.7380981958828787,,,,,False,False,False,False,False
seed2,seed2_row38101,0.5837552077417225,6.0,2.517381297543712,10.0,66.75611650485436,20.845339,0.324855,-0.731547,0.554174,0.217548,0.28414719871812755,0.8967162986051356,,,,,False,False,False,False,False
seed2,seed2_row41217,0.5773336012206886,7.0,2.7757572258808936,4.0,67.1214644012945,20.21154,0.214648,-1.297134,0.559239,0.238074,0.4348626302534411,1.1555765299532106,0.86,0.84,0.85,79.4467,False,False,False,False,False
seed2,seed2_row18310,0.4938806226658659,8.0,2.3978203695339286,12.0,67.71577565632458,23.685084,0.45656,-0.174201,0.512736,0.050954,0.6800313533825953,-0.26311047245247066,,,,,False,False,False,False,False
seed2,seed2_row61919,0.4590341264668524,9.0,2.7665432749170784,5.0,67.8482619240097,21.854964,0.230306,-1.206584,0.54624,0.185491,0.7346853563239755,0.48435881448982415,,,,,False,False,False,False,False
seed2,seed2_row78566,0.3533145577384452,10.0,2.002489777749986,28.0,67.13324149108591,24.636066,0.605081,0.426681,0.568233,0.274645,0.4397209835858054,-0.6515166083533717,,,,,False,False,False,False,False
