seed,sequence_id,plddt,ppl,dr_prob,pam_prob,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass
seed1,seed1_row100044,62.594027777777775,19.016604,0.207725,0.638658,-1.338692,0.569545,PASS,False,True,False,False,True,False
seed1,seed1_row100139,63.57122549019607,23.210542,0.273113,0.613304,-0.978886,0.46122,PASS,False,False,True,False,False,False
seed1,seed1_row100186,65.75764705882354,20.988785,0.246976,0.634666,-1.114808,0.552286,PASS,False,False,False,False,False,False
seed1,seed1_row100192,,22.356811,0.277765,0.585611,-0.955577,0.345852,PASS,False,False,False,False,False,False
seed1,seed1_row100233,65.2277614379085,21.272984,0.290581,0.624853,-0.892562,0.510199,PASS,False,False,True,False,False,False
seed1,seed1_row100270,67.78089052287582,21.816189,0.226586,0.632075,-1.22769,0.541129,PASS,False,True,False,True,True,False
seed1,seed1_row100322,60.92191836734694,21.254505,0.26599,0.601288,-1.015066,0.410834,PASS,False,False,False,True,False,False
seed1,seed1_row100340,69.18871416871417,21.511523,0.270276,0.608119,-0.993222,0.439414,PASS,False,True,False,False,True,False
seed1,seed1_row100395,60.62127954360228,21.911781,0.251041,0.627818,-1.09307,0.522869,PASS,False,False,False,False,False,False
seed1,seed1_row100404,59.0915522875817,23.350994,0.211869,0.631967,-1.313698,0.540667,PASS,False,True,False,False,False,False
seed1,seed1_row100418,61.74260442260442,22.249775,0.208325,0.568983,-1.335049,0.277703,PASS,False,False,True,False,True,False
seed1,seed1_row100450,66.44057189542484,22.362275,0.337186,0.631839,-0.675861,0.540116,PASS,False,True,False,False,True,False
seed1,seed1_row100458,64.8372809172809,23.125572,0.223499,0.611298,-1.24539,0.452773,PASS,False,False,False,False,True,False
seed1,seed1_row100532,64.57967901234568,22.972905,0.730245,0.618742,0.995868,0.484212,PASS,False,True,False,False,False,False
seed1,seed1_row100552,64.29691176470588,20.624614,0.28742,0.621756,-0.907948,0.497007,PASS,False,False,False,True,False,False
seed1,seed1_row100600,67.14728758169935,22.068695,0.205276,0.634472,-1.35364,0.551449,PASS,False,False,False,True,False,False
seed1,seed1_row100623,69.2534885620915,19.120099,0.32625,0.625341,-0.725196,0.512279,PASS,False,True,False,False,False,False
seed1,seed1_row100641,69.0549591503268,21.951777,0.255607,0.636708,-1.068926,0.561105,PASS,False,False,False,False,False,False
seed1,seed1_row100739,63.22680294358136,21.973398,0.509008,0.614228,0.036035,0.46512,PASS,False,False,True,False,False,False
seed1,seed1_row100761,63.25766530612243,23.452349,0.217702,0.594616,-1.279107,0.383082,PASS,False,False,False,False,False,False
seed1,seed1_row100767,,22.938671,0.201246,0.620706,-1.378524,0.492547,PASS,False,False,False,False,False,False
seed1,seed1_row100799,63.09360360360361,22.439588,0.290722,0.615694,-0.891881,0.471312,PASS,False,True,False,True,True,False
seed1,seed1_row100802,67.5683088235294,20.902327,0.479229,0.616058,-0.083131,0.47285,PASS,False,False,True,False,False,False
seed1,seed1_row100832,59.50893877551022,24.283814,0.226718,0.576338,-1.226935,0.307758,PASS,False,False,True,False,False,False
seed1,seed1_row100836,59.13146938775509,21.782723,0.205975,0.641023,-1.349362,0.579808,PASS,False,False,False,False,False,False
seed1,seed1_row100860,64.55289926289926,23.297309,0.523512,0.612003,0.094119,0.45574,PASS,False,False,False,False,False,False
seed1,seed1_row100871,57.99966503267975,22.602582,0.239407,0.628582,-1.155934,0.52614,PASS,False,False,False,False,False,False
seed1,seed1_row100872,61.198340147179074,20.189472,0.216737,0.579838,-1.284784,0.322109,PASS,False,False,False,False,True,False
seed1,seed1_row10089,,18.802292,0.217955,0.640592,-1.277621,0.577934,PASS,False,True,False,False,True,False
seed1,seed1_row100926,68.12471405228757,20.136948,0.245847,0.624621,-1.120886,0.509208,PASS,False,False,False,False,False,False
seed1,seed1_row100930,66.24037551020407,22.119111,0.2615,0.583554,-1.038187,0.337381,PASS,False,False,True,False,False,False
seed1,seed1_row100946,60.656960784313725,24.167201,0.332645,0.59628,-0.696246,0.38999,PASS,False,False,True,False,False,False
seed1,seed1_row101001,64.57267156862744,23.194749,0.293161,0.619105,-0.880082,0.48575,PASS,False,False,False,True,False,False
seed1,seed1_row101197,67.14868959868959,19.615153,0.222461,0.560244,-1.25138,0.242153,PASS,False,False,True,False,False,False
seed1,seed1_row101247,69.04825980392157,21.39545,0.276101,0.625084,-0.963884,0.511183,PASS,False,False,False,True,False,False
seed1,seed1_row101276,65.18591503267973,24.123064,0.21376,0.625977,-1.302407,0.514996,PASS,False,False,False,False,True,False
seed1,seed1_row101318,,19.375771,0.206157,0.602949,-1.348247,0.417767,PASS,False,False,True,False,False,False
seed1,seed1_row10134,63.785833333333336,20.210769,0.225691,0.641499,-1.232803,0.581877,PASS,False,False,True,False,False,False
seed1,seed1_row101349,68.87889705882353,22.631334,0.236001,0.630406,-1.174729,0.533958,PASS,False,True,False,False,False,False
seed1,seed1_row101401,71.08925925925926,21.346409,0.202878,0.601446,-1.3684,0.411494,PASS,False,False,True,False,False,False
seed1,seed1_row101464,,21.767953,0.230022,0.58472,-1.208189,0.342182,PASS,False,False,False,True,False,False
seed1,seed1_row101511,62.307736928104575,23.774054,0.205494,0.618969,-1.352306,0.485175,PASS,False,False,True,False,False,False
seed1,seed1_row101552,,22.733619,0.257156,0.639915,-1.060801,0.574993,PASS,False,True,False,False,True,False
seed1,seed1_row101607,65.97997549019608,22.088966,0.221554,0.628615,-1.256632,0.526281,PASS,False,False,False,True,False,False
seed1,seed1_row101629,65.09327346938777,22.728287,0.202165,0.581306,-1.372818,0.328138,PASS,False,False,True,False,False,False
seed1,seed1_row101633,59.90634803921568,24.91035,0.226352,0.613833,-1.229025,0.463453,PASS,False,False,False,False,True,False
seed1,seed1_row101667,62.0658251633987,21.260652,0.357193,0.617911,-0.587569,0.480693,PASS,False,True,False,True,False,False
seed1,seed1_row101697,61.39187908496732,22.411337,0.299754,0.602503,-0.848472,0.415905,PASS,True,True,True,True,True,False
seed1,seed1_row101704,63.378406862745095,22.313236,0.369639,0.644443,-0.533765,0.594702,PASS,False,False,False,False,False,False
seed1,seed1_row101731,63.55749385749387,23.239613,0.213135,0.57814,-1.30613,0.315142,PASS,False,False,True,False,False,False
seed1,seed1_row101782,65.21247338247338,23.586484,0.260288,0.590446,-1.04447,0.365808,PASS,False,True,False,False,True,False
seed1,seed1_row101785,64.14181520850369,22.345359,0.206565,0.580487,-1.345759,0.324774,PASS,False,False,False,False,False,False
