seed,sequence_id,score,rank_within_seed,plddt,ppl,dr_prob,pam_prob,z_plddt,z_negppl,novelty_bonus,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass
seed1,seed1_row34601,3.2547382806344047,1.0,67.76860294117647,16.103575,0.224086,0.626948,1.1055189551377476,2.7951484649952243,0.0,-1.242013,0.519144,PASS,False,False,True,False,False,False
seed1,seed1_row61389,3.1290369969503153,2.0,70.70944444444444,19.044458,0.283999,0.612189,2.321724729379647,0.8566782393866686,0.0,-0.924711,0.456521,PASS,False,True,False,True,True,False
seed1,seed1_row66172,3.051053950807745,3.0,68.90054738562091,17.627314,0.336898,0.613971,1.573642574831143,1.7907825371094315,0.0,-0.67715,0.464034,PASS,False,False,False,False,False,False
seed1,seed1_row73482,2.999688424144053,4.0,68.37937091503268,17.199779,0.218106,0.626685,1.3581063644559654,2.072590370982983,0.0,-1.276737,0.518019,PASS,False,False,True,False,False,False
seed1,seed1_row75725,2.7909690187917113,5.0,70.27354285714286,19.336535,0.222122,0.58984,2.1414545492668187,0.664156956464133,0.0,-1.25334,0.363305,PASS,False,False,False,False,False,False
seed1,seed1_row74882,2.771071844269279,6.0,68.08242647058823,17.450763,0.255426,0.620662,1.2353028921977451,1.907155360102191,0.0,-1.069877,0.49236,PASS,False,True,False,False,True,False
seed1,seed1_row19762,2.7571931897261193,7.0,68.79387254901961,18.115939,0.232687,0.648827,1.5295264427319997,1.4687074957058852,0.0,-1.193202,0.613889,PASS,False,False,False,True,False,False
seed1,seed1_row36997,2.7001479400588955,8.0,69.17758169934642,18.588308,0.260258,0.618576,1.6882120719093412,1.1573475259279344,0.0,-1.04463,0.48351,PASS,False,False,True,False,False,False
seed1,seed1_row77344,2.685450337727607,9.0,68.47579033579034,17.96882,0.24307,0.592859,1.3979812969010528,1.5656803440379354,0.0,-1.135922,0.375796,PASS,False,False,True,False,False,False
seed1,seed1_row73026,2.6776684438044485,10.0,68.73679738562092,18.203723,0.201573,0.618412,1.5059226057981991,1.4108450542946425,0.0,-1.37649,0.482812,PASS,False,False,True,False,False,False
