seed,sequence_id,score,rank_within_seed,plddt,plddt_pass,ppl,ppl_pass,dr_prob,pam_prob,z_plddt,z_negppl,novelty_bonus,dr_logit,pam_logit,predicted,overall_pass,WED_pass,PI_pass,NUC_pass,BH_pass,LID_pass
seed1,seed1_row34601,2.1845868472344896,1.0,,False,16.103575,True,0.224086,0.626948,0.0,2.8456734960492707,0.0,-1.242013,0.519144,PASS,False,False,True,False,False,False
seed1,seed1_row7721,2.0211305838476132,2.0,,False,16.676767,True,0.223341,0.636467,0.0,2.609764119782305,0.0,-1.2463,0.560061,PASS,False,False,False,False,False,False
seed1,seed1_row77784,1.9519427899012667,3.0,,False,16.951715,True,0.272018,0.613575,0.0,2.496603414144667,0.0,-0.984408,0.462365,PASS,False,False,False,False,False,False
seed1,seed1_row65722,1.9341201272114787,4.0,,False,17.030373,True,0.289061,0.612204,0.0,2.4642300388735414,0.0,-0.899949,0.456587,PASS,False,False,True,False,False,False
seed1,seed1_row60760,1.9070698130687673,5.0,,False,17.230135,True,0.37872,0.630221,0.0,2.3820137329553823,0.0,-0.494984,0.533166,PASS,False,False,True,False,False,False
seed1,seed1_row21556,1.885030281570406,6.0,,False,17.237897,True,0.309547,0.634964,0.0,2.3788191165291517,0.0,-0.802236,0.553572,PASS,False,True,False,False,True,False
seed1,seed1_row29151,1.8699090115562422,7.0,,False,17.203446,True,0.243297,0.609106,0.0,2.3929981593660603,0.0,-1.13469,0.443558,PASS,False,False,True,False,False,False
seed1,seed1_row73482,1.8669239739247674,8.0,,False,17.199779,True,0.218106,0.626685,0.0,2.3945073913210964,0.0,-1.276737,0.518019,PASS,False,False,True,False,False,False
seed1,seed1_row28216,1.8662288134058085,9.0,,False,17.198463,True,0.217401,0.622371,0.0,2.395049019151155,0.0,-1.280876,0.499625,PASS,False,True,False,False,True,False
seed1,seed1_row49319,1.85311053887868,10.0,,False,17.405035,True,0.334518,0.678671,0.0,2.3100299126838286,0.0,-0.687822,0.747673,PASS,False,False,True,False,False,False
seed1,seed1_row73608,1.850429782401829,11.0,,False,17.276964,True,0.2331,0.632908,0.0,2.3627402605740415,0.0,-1.190886,0.54471,PASS,False,False,False,False,False,False
seed1,seed1_row4205,1.8502474766148762,12.0,,False,17.271577,True,0.220603,0.642982,0.0,2.364957395164109,0.0,-1.262158,0.588333,PASS,False,False,False,False,False,False
seed1,seed1_row33785,1.8429352310227958,13.0,,False,17.265027,True,0.20239,0.624305,0.0,2.3676531871754225,0.0,-1.371421,0.507859,PASS,False,False,True,False,False,False
seed1,seed1_row22529,1.8354269108516923,14.0,,False,17.316235,True,0.214249,0.64274,0.0,2.3465774440738465,0.0,-1.299499,0.587275,PASS,False,False,False,False,False,False
seed1,seed1_row20969,1.8215577200393152,15.0,,False,17.480932,True,0.342933,0.617614,0.0,2.2787928857704505,0.0,-0.650252,0.479434,PASS,False,False,False,True,False,False
seed1,seed1_row9197,1.8184111792044615,16.0,,False,17.453996,True,0.281855,0.654697,0.0,2.2898789702920883,0.0,-0.935281,0.63975,PASS,False,False,True,False,False,False
seed1,seed1_row32618,1.8064513025842288,17.0,,False,17.535636,True,0.329333,0.641283,0.0,2.2562782894060414,0.0,-0.711205,0.580939,PASS,False,False,True,False,False,False
seed1,seed1_row74882,1.8046069062122183,18.0,,False,17.450763,True,0.255426,0.620662,0.0,2.2912095803031693,0.0,-1.069877,0.49236,PASS,False,True,False,False,True,False
seed1,seed1_row66172,1.7768459790713718,19.0,,False,17.627314,True,0.336898,0.613971,0.0,2.2185462558162454,0.0,-0.67715,0.464034,PASS,False,False,False,False,False,False
seed1,seed1_row73958,1.7685858237994627,20.0,,False,17.657494,True,0.324127,0.635301,0.0,2.2061250339992324,0.0,-0.73487,0.555026,PASS,False,False,True,False,False,False
seed1,seed1_row23861,1.7523282103202624,21.0,,False,17.574754,True,0.202083,0.617892,0.0,2.2401784433146608,0.0,-1.373329,0.480612,PASS,False,True,False,True,True,False
seed1,seed1_row72238,1.7503597264979662,22.0,,False,17.676284,True,0.290894,0.621087,0.0,2.198391609282809,0.0,-0.891048,0.494164,PASS,False,True,False,False,True,False
seed1,seed1_row24493,1.7428386923077597,23.0,,False,17.670861,True,0.255146,0.629292,0.0,2.2006235604396567,0.0,-1.071353,0.529182,PASS,False,False,False,False,False,False
seed1,seed1_row75146,1.7388905276814828,24.0,,False,17.636276,True,0.215951,0.618524,0.0,2.2148577538306897,0.0,-1.289418,0.483289,PASS,False,True,False,True,True,False
seed1,seed1_row69396,1.733997920841721,25.0,,False,17.750888,True,0.293764,0.64244,0.0,2.1676867440596017,0.0,-0.877171,0.585971,PASS,False,False,False,False,False,False
seed1,seed1_row96572,1.7306036449646156,26.0,,False,17.857343,True,0.375042,0.6569,0.0,2.1238729213780223,0.0,-0.510647,0.649509,PASS,False,True,False,False,True,False
seed1,seed1_row33767,1.727776944021735,27.0,,False,17.664378,True,0.205511,0.619097,0.0,2.2032917771739076,0.0,-1.3522,0.485717,PASS,False,False,True,True,True,False
seed1,seed1_row58974,1.7246694383917605,28.0,,False,17.716041,True,0.232689,0.637213,0.0,2.1820287691310867,0.0,-1.193191,0.56329,PASS,False,True,False,False,True,False
seed1,seed1_row37755,1.7096899223121975,29.0,,False,17.757199,True,0.222106,0.637478,0.0,2.165089317588854,0.0,-1.253435,0.564434,PASS,False,False,False,False,False,False
seed1,seed1_row85636,1.705348619981928,30.0,,False,17.748014,True,0.201103,0.634045,0.0,2.168869599974183,0.0,-1.379416,0.549609,PASS,False,True,False,True,True,False
seed1,seed1_row33217,1.7041502042152343,31.0,,False,17.767189,True,0.226754,0.617198,0.0,2.1609777203074776,0.0,-1.22673,0.477673,PASS,False,True,False,False,True,False
seed1,seed1_row78370,1.6986030572830206,32.0,,False,17.788958,True,0.242715,0.596879,0.0,2.1520182246900297,0.0,-1.13785,0.392478,PASS,False,True,False,False,True,False
seed1,seed1_row96751,1.6942418991714088,33.0,,False,17.786617,True,0.208945,0.622356,0.0,2.1529817131020126,0.0,-1.331298,0.499559,PASS,False,True,False,False,True,False
